,id_news,country,media_outlet,url,title,text,date,search
0,21921579.0,chile,radiosago,https://www.radiosago.cl/investigan-el-tercer-homicidio-de-un-interno-de-la-carcel-de-valdivia/,Investigan el tercer homicidio de un interno de la cárcel de Valdivia,"El tercer homicidio en lo poco que va de este 2021 ocurrió durante este martes en el Complejo Penitenciario Llancahue de Valdivia. Durante este sábado en ocasiones distintas, dos reos fueron asesinados al interior del penal valdiviano. El tercer homicidio en tan solo tres días -y el cuarto desde el 27 de diciembre– ocurrió cerca de las 16:30 horas de la tarde de este martes, en el área de comedores del módulo 44 de la cárcel de Valdivia. Se trataría de un joven de 23 años de edad. Según información preliminar aportada por la Fiscalía, de momento se desconocen las circunstancias del crimen, por lo cual la Fiscal Sandra González dispuso que la Brigida de Homicidios de la Policía de Investigaciones realice diligencias de investigación en el sitio del suceso y que el Servicio Médico Legal practique la autopsia correspondiente. En tanto, desde Gendarmería se informó que la víctima “recibió una grave herida cortopunzante en hechos que están siendo investigados. El presunto autor está identificado y con medidas de aislamiento dentro del penal”, agregando que pese “a los intensos esfuerzos clínicos realizados en el Hospital Penal, el interno falleció”. Asimismo, la institución penitenciaria confirmó que se instruyó una investigación interna y un sumario administrativo. Fuente: www.rioenlinea.cl",2021-01-06,
1,21921597.0,chile,radiosago,https://www.radiosago.cl/municipio-de-puyehue-destina-100-millones-de-pesos-para-continuar-con-programa-pro-empleo/,Municipio de Puyehue destina 100 millones de pesos para continuar con programa Pro Empleo,"Dicho programa, financiado por el Gobierno Regional Los Lagos finalizó el 31 de diciembre y en la misma jornada, la alcaldesa de Puyehue Jimena Núñez agradeció anunció que este programa continuará durante el año 2021, esta vez, con recursos 100% municipales. La alcaldesa de Puyehue anunció que, tras la aprobación del Concejo Municipal, este 2021 se destinaron 100 millones de pesos para continuar con este programa, “La gente quedaba de brazos cruzados porque no todos van a trabajos de temporada y, por lo tanto, se decidió mantener estos puestos de trabajo con recursos municipales «, cerró la edil.  Núñez destacó que este programa otorgó trabajo a 81 personas del sector urbano como rural, en oficios como hermoseamiento de sedes, postas y recintos educacionales; además de participar en las aduanas o patrullas sanitarias, entre otras funciones, las que han decidido continuarán con el financiamiento del municipio. Igualmente tuvo palabra de agradecimiento al Gobierno Regional, al Intendente y los Consejeros Regionales, por aprobar estos recursos para crear estos planes de absorción de mano de obras en la región, priorizando a la comuna de Puyehue.  ",2021-01-05,
2,21921639.0,chile,radiosago,https://www.radiosago.cl/actividad-lechera-y-carnica-regional-cerraron-el-2020-con-buenos-precios-y-positivas-proyecciones-para-este-2021/,Actividad lechera y cárnica regional cerraron el 2020 con buenos precios y positivas proyecciones para este 2021,"Un balance positivo de las principales actividades ganaderas del territorio se desprende de los últimos boletines del sector lácteo y de la carne bovina elaborados por la Oficina de Estudios y Políticas Agrarias (ODEPA), los que dan cuenta del repunte que han experimentado ambas actividades durante los primeros diez meses del reciente 2020. Al respecto, el Seremi de Agricultura de la región de Los Lagos, Eduardo Winkler, señaló que la actividad ganadera será un fuerte impulsor de la reactivación económica local. En efecto, de acuerdo al último Boletín de la leche de ODEPA hay un incremento de un 6,3% en la recepción nacional de leche cruda, creciendo en 105,7 millones de litros respecto del 2019. En relación a los precios promedios de leche pagado a productor, la Región de Los Lagos muestra un alza de 18,5% por litro de leche, acumulado durante los primeros 10 meses del año, alcanzando los $299,32 por litro en promedio. Por su parte, la actividad cárnica de bovinos también revela cifras positivas, el precio real por kilo muestra una tendencia al alza para el periodo enero – noviembre, tanto en animales destinados a reposición como en animales gordos. Así, se reportan alzas para el novillo gordo de un 13,2% y de un 6,4 % tanto para el novillo de engorda como para la vaca gorda, mientras que los terneros tuvieron un incremento de 3,1% en el periodo.",2021-01-04,
3,21921640.0,chile,radiosago,https://www.radiosago.cl/region-de-los-rios-ataque-incendiario-se-produjo-en-la-comuna-de-panguipulli/,Región de Los Ríos: Ataque incendiario se produjo en la comuna de Panguipulli,"Los hechos se produjeron ayer lunes 4 de enero en el fundo Santa Olga en la comuna de Panguipullli. Es por eso que personal de la Brigada de Investigaciones Policiales Especiales de Valdivia se encuentran desarrollando diligencias en el lugar. El Subcomisario Cristian Sepúlveda de BIPE Valdivia, informó que se trató de un ataque incendiario, que dejó como saldo la destrucción de dos maquinarias forestales y una camioneta. Según los primeros antecedentes recabados y la recopilación de datos entregados por testigos, estaría enmarcado en un hecho de violencia rural. Asimismo, la PDI dio cuenta que en el terreno en donde acaecieron los hechos se evidenció un lienzo adjudicatorio.",2021-01-05,
4,21921642.0,chile,radiosago,https://www.radiosago.cl/felipe-gottschalk-asume-como-nuevo-gerente-general-de-cooprinsen/,Felipe Gottschalk asume como nuevo Gerente General de Cooprinsen,"Tras diez años al mando de Cooprinsem y más de cuarenta trabajando en la Cooperativa, el médico veterinario de la Universidad de Chile y Magíster en Administración de Empresas de la Universidad del Desarrollo, Sergio Niklitschek, se acogió a retiro en diciembre del año pasado, cumpliendo su etapa en la gerencia general y dando paso al también médico veterinario, MBA en la Universidad del Desarrollo y AMP en la Universidad de Los Andes, Felipe Gottschalk, quien este 1 de enero, asumió formalmente su cargo. Sergio Niklitschek arribó a Cooprinsem en 1978, al Departamento de Reproducción e Inseminación Artificial, donde además se desempeñó como médico veterinario en asistencia técnica predial. Tres años después, se hizo cargo del Departamento de Reproducción e Inseminación Artificial, donde se mantuvo trabajando por 25 años. Luego de eso, ocupó el cargo de Gerente Comercial y en el 2010, aceptó el desafío de transformarse en Gerente General, tras suceder a Germán Stolzenbach, quién había liderado la Cooperativa los últimos 36 años. Dentro de los hitos importantes de su paso por Cooprinsem, el otrora Gerente General, mencionó que “me tocó el periodo de la llegada de competencia global en el país, donde tuvimos que utilizar una estrategia bastante inteligente para seguir en el mercado. Superamos de buena forma la llegada de la competencia de la zona central. Asimismo, la etapa de modernización de la empresa, incorporamos SAP, creamos un centro de distribución, cambiamos nuestro sistema administrativo y todo esto culminó este año con Cooprinsem Online”. “También hemos hecho un trabajo muy fuerte con las personas, preocupándonos mucho de ellas. Además, dejamos una estructura gerencial muy joven, generando siete gerentes nuevos, realizando una promoción interna, de una forma muy bien planificada”, sostuvo Niklitschek. A su vez, el profesional agrícola apuntó que Cooprinsem ha tenido un muy buen desarrollo, pasando de una cooperativa bastante familiar, a una empresa moderna con una estructura muy potente. «Luego de 10 años en el cargo, estoy muy conforme por el trabajo con las personas. Hoy día la Cooperativa está financieramente sólida, con muy bajo endeudamiento y creciendo año a año, con un fuerte foco en la innovación y productividad, lo que nos convierte en una empresa muy moderna, y donde destacamos el reconocimiento realizado por Deloitte, Banco Santander y la Universidad Adolfo Ibáñez, como una de las mejores empresas chilenas. Y es que nuestra Cooperativa ha sido parte del desarrollo agropecuario de Chile, por lo que nadie entiende mejor las necesidades de los agricultores que nosotros”. De igual manera, el médico veterinario apuntó que el trabajo cooperativo que se ha realizado durante todos estos años, les ha permitido posicionarse de buena manera en el mercado, además de demostrar que son una empresa confiable y querida, por los socios y clientes en el sur de Chile. “Para mí las cooperativas son la mejor forma de distribuir la riqueza, ya que todos los productores tienen la opción de hacerse socios. Por eso, invito a los productores a ser parte de estas, y especialmente de Cooprinsem, ya que los beneficios son muchos”. NUEVOS DESAFÍOS Tras una preparación de 2 años, Cooprinsem ha puesto su confianza en el médico veterinario, Felipe Gottschalk, quien asumió su nuevo rol tras 17 años trabajando para la Cooperativa, de los cuales 8 se desempeñó como Gerente Comercial. “Esta es una tremenda oportunidad y desafío. Estoy contento porque el directorio tomó la decisión de impulsar y apoyar las sucesiones internas en las distintas gerencias de la empresa. Es una tremenda tranquilidad que la Cooperativa sea capaz de formar su generación de sucesión, lo que permite mantener viva la cultura de Cooprinsem, con personas que conocen muy bien la compañía”, apuntó el nuevo Gerente General. Felipe Gottschalk argumentó que Cooprinsem cuenta en la actualidad con un plan estratégico a tres años, “ya que el desafío es fortalecer nuestro posicionamiento como la Cooperativa de los Agricultores, mediante la innovación, la comunicación efectiva con nuestros clientes, el desarrollo de nuestros colaboradores y el orgullo de nuestros cooperados. Queremos que esto trascienda a toda la organización, para así continuar entregando confianza y respondiendo a las necesidades de los agricultores, para seguir liderando en el mercado”. Finalmente, la Cooperativa también creó nuevas gerencias y debió reemplazar a cuatro Gerentes Seniors, quienes se acogieron a retiro.  Es así como varios profesionales fueron promovidos a nuevos cargos, quedando Alejandro Benavides en la Gerencia de Personas, Felipe Keim liderando la Gerencia de Administración y Finanzas y Luis Silva como Gerente Comercial.  Por su parte, las nuevas áreas de trabajo quedaron conformadas por Paola Vargas en Gerencia de Ventas, Jorge Lama como Gerente de Servicios y Proyectos, Ricardo Thöne en la nueva Gerencia de Operaciones y Logística, y Carlos Lizana como Gerente de TI.",2021-01-06,
5,21921668.0,chile,radiosago,https://www.radiosago.cl/caso-helena-bustos-amplian-plazo-de-investigacion-a-la-espera-de-resultados-de-informes-periciales/,Caso Helena Bustos: Amplían plazo de investigación a la espera de resultados de informes periciales,"El Tribunal de Garantía de Valdivia otorgó una ampliación de plazo de la investigación por el caso del crimen de la joven Helena Bustos, a la espera de los resultados de informes periciales. La Brigada de Homicidios de la Policía de Investigaciones confirmó que emanó a la Fiscalía un informe donde se vincularía a los cuatro imputados por el homicidio de la joven, ocurrido en abril pasado y cuyo cuerpo fue encontrado el 21 de mayo, en el río Calle Calle, a la altura del sector Quitacalzón. La información fue confirmada por el Jefe de la Brigada de Homicidios de Valdivia, Comisario Rodrigo Morales quien manifestó que “en cuanto a las diligencias investigativas desarrolladas por esta brigada especializada, ya se emitió el Informe Policial respectivo al Ministerio Público, el que contiene todos los elementos probatorios necesarios que vinculan directamente a los cuatro imputados en la comisión del delito”. Al respecto, el Fiscal Jaime Calfil, informó que durante este martes se efectuó una audiencia donde se otorgó una ampliación de plazo de 60 días para el desarrollo de las diligencias pendientes. En ese sentido, Calfil, expuso que la Fiscalía dio una instrucción particular a la PDI, para aclarar algunas dudas que surgieron entorno al informe de la Brigada de Homicidios. Asimismo, el persecutor agregó que están a la espera de informes periciales que debe emitir el Laboratorio de Criminalística de Carabineros (LABOCAR), asegurando que de quedar agotadas las diligencias con ambas policías, se analizará si es suficiente para presentar acusación contra los imputados para -eventualmente- someterlos a un juicio oral. Fuente: ríoenlínea.cl",2021-01-01,
6,21921714.0,chile,radiosago,https://www.radiosago.cl/el-parque-nacional-pumalin-douglas-tompkins-cuenta-con-su-primer-plan-de-manejo/,El Parque Nacional Pumalín Douglas Tompkins cuenta con su primer plan de manejo,"Se trata de un instrumento de planificación para el manejo, gestión y protección de la biodiversidad de 402.392 hectáreas emplazadas en las comunas de Cochamó, Hualaihué, Chaitén y Palena. Iniciativa fue posible gracias a la acción conjunta del Programa Territorial Integrado Ruta de los Parques de la Patagonia de Corfo Los Lagos, Conaf, Universidad Austral de Chile y Tompkins Conservation. Jorge Aichele, director regional de Conaf Los Lagos valoró la iniciativa y el aporte profesional y financiero de Corfo a través de su Programa Territorial Integrado Ruta de los Parques de la Patagonia. Para Rodrigo Carrasco, director regional de Corfo Los Lagos, dicho plan de manejo es un instrumento que va a permitir trabajar la planificación de esta área silvestre protegida, velar por su conservación y promover el desarrollo y fomento productivo de todos los emprendedores vinculados a ese parque. Ingrid Espinoza, directora de Tompkins Conservation Chile,, manifestó que relevar las características ecológicas de estos espacios naturales permitirán mejorar la administración, garantizando la protección del patrimonio natural en el largo plazo. Tras la donación de 402.392 hectáreas de Fundación Tompkins Conservation al Estado de Chile, en febrero del 2018, la administración del parque fue asumida por Conaf con el compromiso de implementar una herramienta para la protección de la biodiversidad que relevara no sólo el valor en sí mismo del ecosistema sino también de la relación que mantienen comunidades aledañas a ésta. Geográficamente, el Parque Nacional Pumalín Douglas Tompkins se encuentra delimitado por la cuenca del río Ventisquero, que es parte de la cuenca del río Puelo, y por el noroeste por la parte alta de la cuenca del río Blanco y río Mariquita. Desde ahí y hacia el sur, abarca casi todas las cuencas que drenan desde la frontera con Argentina a los fiordos Comau y Reñihué, hasta el volcán Michimahuida.",2021-01-03,
7,21921716.0,chile,radiosago,https://www.radiosago.cl/llanquihue-nueva-oficina-del-ips-se-instalara-en-la-comuna/,Llanquihue: nueva oficina del IPS se instalará en la comuna,"Actualmente en la comuna de Llanquihue existe una sucursal de Chile atiende, pero la infraestructura no cuenta con todas las medidas necesarias para poder atender a todos los usuarios, por tanto el alcalde de esa comuna Víctor Angulo, junto al director regional de IPS Los Lagos, Dalmiro Yáñez, firmaron el contrato de una nueva instalación dentro del edificio consistorial que consiste en una oficina donde facilitará a los usuarios y especialmente los adultos mayores a tener una mejor atención. El alcalde de Llanquihue, Víctor Angulo, se mostró agradecido por la nueva instalación dentro del municipio que va en ayuda a la comunidad y en especial a los adultos mayores y que comenzará a funcionar desde el 1 de febrero 2021. Por su parte el director regional de IPS Los Lagos, Dalmiro Yáñez, señaló que las perspectivas de funcionamiento de la nueva oficina son altas por ubicarse justo en el edificio consistorial, indicando que está ubicado en un lugar muy céntrico, que cumple con todas las condiciones de seguridad para los usuarios y adultos mayores, además se aglomeran distintos servicios de la municipalidad. El alcalde agregó que fue una petición para mejorar los servicios de la comuna, de igual manera para los funcionarios, además no solo estará funcionando el IPS que se encontrará en el primer piso, también estarán todas las oficinas del municipio de fácil acceso  ",2021-01-02,
8,21849710.0,chile,radiosago,https://www.radiosago.cl/bomberos-de-la-5ta-compania-contaran-con-nuevo-carro-de-rescate-pesado-en-osorno/,Bomberos de la 5ta Compañía contarán con nuevo carro de rescate pesado en Osorno,"Si todo marcha de acuerdo a lo programado, llegaría a Osorno el moderno carro bomba de rescate pesado, marca Rosenbauer y fabricado en Estados Unidos especialmente para la Quinta Compañía de Bomberos de Osorno. Rosenbauer es el principal fabricante de tecnología para combatir incendios, desde hace más de 150 años, su nombre es sinónimo de innovación y tecnología de punta en la fabricación de vehículos de bomberos y aparatos de extinción, que cumplen con la normativa europea y estadounidense. El consejero regional, Francisco Reyes destacó la adquisición de esta máquina para la Quinta Compañía de Rescate, con presupuesto aprobado por el Consejo Regional de Los Lagos. Ello, sumado a la reposición del cuartel general para el Cuerpo de Bomberos de Osorno, también con fondos regionales. En tanto, el consejero, Alexis Casanova señaló que con la adquisición de este moderno carro bomba, se cumple una vez más con el compromiso del Gobierno Regional con hombres y mujeres que día a día permanecen disponibles para intervenir en emergencias estructurales pero también rescates de personas en accidentes de tránsito y espacios de difícil acceso. El carro estará equipado con la más moderna tecnología para acciones de rescate, cuenta con equipos hidráulicos, de corte, de expansión, de inmovilización total de las personas, cuerpo de bomba para almacenar agua. ",2021-01-06,
9,21849716.0,chile,radiosago,https://www.radiosago.cl/osorno-recibio-165-vacunas-pfizer-contra-el-covid-19-funcionarios-del-hospital-base-comenzaron-inoculados/,Osorno recibió 165 vacunas Pfizer contra el covid-19: Funcionarios del hospital Base comenzaron inoculados,"La comuna de Osorno este martes inoculó a cuatro funcionarios de la Unidad de Pacientes Críticos (UPC) con la primera dosis de la vacuna Pfizer-BioNTech. Según se señaló por parte del director del Servicio de Salud, Dr. Daniel Núñez, se inició por “la primera línea de los cuidados intensivos” considerándose 110 dosis en el hospital y 55 en la clínica Alemana. En tanto, el Gobernador de Osorno, Mario Bello señaló que “gracias a la decisión oportuna del Gobierno ya se tiene la vacuna iniciándose un proceso que da mucho optimismo y confianza”. Cabe decir que esta es la primera dosis y próximamente, en un plazo de 21 días, llegaría las segundas vacunas para completar la inmunización de los funcionarios.",2021-01-05,
